Timestamp,ID,Temperature(celcius),Target_Temperature(celcius),Amp,CumulativePowerConsumption,ContentType,Humidity,CO2,Door_Open,Under Maintainence,Defrost_Cycle
2019-03-13 T19:04 Z,1678,4.320475789163923,4.4,2.403155302286217,11.904263416449536,5,1.9775066219975699,8.03471662632068,false,false,6
2019-03-13 T19:19 Z,1678,2.480950770716042,4.4,1.7197311500000891,7.224986531138116,3,4.015041820622958,10.14539052624021,false,false,6
2019-03-13 T19:34 Z,1678,5.744513970539045,4.4,1.6244791187206797,9.777149181778324,5,-2.449885689890655,15.29461828290356,false,false,6
2019-03-13 T19:49 Z,1678,11.587117004933031,4.4,1.9837451199274274,6.806864655225747,2,14.841760097753447,9.992583135686383,false,false,6
2019-03-13 T20:04 Z,1678,-2.3153021910309644,4.4,3.2157138576935287,10.372542339678828,1,9.245367239307273,1.9652160011036415,false,false,6
2019-03-13 T20:19 Z,1678,6.302866312892631,4.4,2.3695392282566115,9.234281607955936,5,11.862159645436428,-3.5081308391138055,false,false,6
2019-03-13 T20:34 Z,1678,3.8808171588908054,4.4,1.8533306340515256,12.268332154797205,3,8.49237840428421,6.861021154222504,false,false,6
2019-03-13 T20:49 Z,1678,8.240473110516367,4.4,1.3461596170586774,12.032528032590463,5,13.716997219422279,16.97122564604367,false,false,6
2019-03-13 T21:04 Z,1678,9.944842220896241,4.4,0.44490932762277735,6.8468978427338065,1,12.529347815705304,4.977757487571706,false,false,6
2019-03-13 T21:19 Z,1678,5.385216691727741,4.4,1.832602228531713,6.108027956509922,4,8.074498099686137,2.936141982944335,false,false,6
