Timestamp,ID,Temperature(celcius),Target_Temperature(celcius),Amp,CumulativePowerConsumption,ContentType,Humidity,CO2,Door_Open,Under Maintainence,Defrost_Cycle
2019-03-13 T19:59 Z,1347,5.671295419453926,4.4,3.2848071860280754,7.429754364376366,5,8.213978054776973,15.619579965618614,false,false,6
2019-03-13 T20:14 Z,1347,4.903701933801157,4.4,2.7587854296439294,12.701261168347724,4,6.235575935552295,9.322432779241407,false,false,6
2019-03-13 T20:29 Z,1347,5.310741353390226,4.4,3.2197551203792,9.625635366149128,3,16.10312657304925,4.384796481953844,false,false,6
2019-03-13 T20:44 Z,1347,6.6103866096907895,4.4,2.8321520009524432,11.756488180521831,4,6.047040609935105,11.896453649582055,false,false,6
2019-03-13 T20:59 Z,1347,6.118804665821454,4.4,3.087675060579266,11.873646662046983,2,9.026084417774143,4.071172727671965,false,false,6
2019-03-13 T21:14 Z,1347,5.683585913051425,4.4,1.8044426085060055,14.950535531450365,1,4.9190342591080904,3.7258227680026224,false,false,6
2019-03-13 T21:29 Z,1347,4.721401789303113,4.4,1.3210047367207538,10.447645821453916,5,0.5737065600409359,10.719023005129944,false,false,6
2019-03-13 T21:44 Z,1347,5.472938807178351,4.4,2.708327058703252,10.714570175075263,5,0.5913496614144034,5.286539270249578,false,false,6
2019-03-13 T21:59 Z,1347,5.5266503149062025,4.4,1.7993654884127221,11.243719045929474,1,12.114553408353387,12.012661999364086,false,false,6
2019-03-13 T22:14 Z,1347,3.3697821211829986,4.4,2.176555669877022,12.11739774494796,2,14.489211088510146,21.195742942981227,false,false,6
