Timestamp,ID,Temperature(celsius),Target_Temperature(celsius),Amp,CumulativePowerConsumption,ContentType,Humidity,CO2,Door_Open,Maintainence_Required,Defrost_Cycle
2019-03-18 T17:00 Z,1711,3.966950063537146,4.4,1.6373146940579757,12.14079437993736,3,6.7813049262191125,15.23453097730153,1,0,6
2019-03-18 T17:15 Z,1711,3.3430069060652903,4.4,3.1862904101264573,9.926661823073344,5,0.5153447844857038,12.40185722918488,1,0,6
2019-03-18 T17:30 Z,1711,3.4127451285904877,4.4,3.352026826421326,12.263549027730964,2,18.172342753539795,9.283266306729889,1,0,6
2019-03-18 T17:45 Z,1711,4.057712641335137,4.4,1.286604065066078,11.09743017644611,4,16.558012238146752,15.084021949694463,1,0,6
2019-03-18 T18:00 Z,1711,4.043352271424061,4.4,3.6767196248206333,10.675588854446666,3,3.9332243097402264,8.163556793232953,1,0,6
2019-03-18 T18:15 Z,1711,3.4264762169785477,4.4,0.5099732957335719,11.049432130515592,4,7.999146609209767,-1.768916100818215,1,0,6
2019-03-18 T18:30 Z,1711,3.7950179186707262,4.4,3.882293513564224,9.490081723989213,4,17.640207497514936,9.925831838900383,1,0,6
2019-03-18 T18:45 Z,1711,4.296219038942399,4.4,1.5342477794112974,12.291681315754008,5,14.839004255816707,12.831263686655797,1,0,6
2019-03-18 T19:00 Z,1711,4.327264618708386,4.4,4.080574307273609,7.642246112130337,5,-3.296521374204561,12.214312097204804,1,0,6
2019-03-18 T19:15 Z,1711,3.9200073992434783,4.4,2.912583048315547,9.486167433200105,4,11.739995194541715,-0.9369531975698173,1,0,6
2019-03-18 T19:30 Z,1711,3.9337202042185977,4.4,1.600921536018198,10.413583287063839,4,5.850171120792293,14.776662410120018,1,0,6
2019-03-18 T19:45 Z,1711,3.6219823857924096,4.4,1.885142084006139,6.57288209006528,3,7.496803925226017,9.091766375385358,1,0,6
2019-03-18 T20:00 Z,1711,3.8228494431673785,4.4,-0.056925138017973165,11.487818274562363,4,8.836469465967777,13.070294316055545,1,0,6
2019-03-18 T20:15 Z,1711,4.265757321722876,4.4,3.215621487245482,9.33505121733287,5,8.405701047764925,5.285621630696692,1,0,6
