Timestamp,ID,Temperature(celsius),Target_Temperature(celsius),Amp,CumulativePowerConsumption,ContentType,Humidity,CO2,Door_Open,Maintainence_Required,Defrost_Cycle
2019-04-08 T09:43 Z,1083,3.8761275993509225,4.4,2.7915610066750967,10.089622702215195,3,2789.1759069626232,2.5737943851512397,1,0,6
2019-04-08 T09:43 Z,1083,5.2524679567429855,4.4,3.262843340691059,9.662983451035895,2,5352.114010606713,3.8129511089464,1,0,6
2019-04-08 T09:58 Z,1083,4.0761543383838665,4.4,2.516714736316208,8.652675867141634,2,4223.112076671689,3.09650859222837,1,0,6
2019-04-08 T09:58 Z,1083,4.511288170545824,4.4,3.2181349144372535,11.486246739153627,2,1260.005332112208,2.4146900849506556,1,0,6
2019-04-08 T10:13 Z,1083,3.2113869316337635,4.4,3.3118802005611823,7.338429862981033,5,9254.421999973825,0.7204537672032871,1,0,6
2019-04-08 T10:13 Z,1083,5.179046010108683,4.4,4.624368230830202,9.313641327604012,5,717.9033540303174,2.9096607453025216,1,0,6
2019-04-08 T10:28 Z,1083,3.390121770237295,4.4,3.3945090163242604,10.596725327515193,1,1142.335427178676,2.194290808553996,1,0,6
2019-04-08 T10:28 Z,1083,4.872539992523406,4.4,2.6196402148563562,10.693724762051948,4,6797.822711292629,4.096799236519677,1,0,6
2019-04-08 T10:43 Z,1083,3.447738780487021,4.4,4.033631910819638,8.190240242090708,3,4315.896776201235,3.7572753796643097,1,0,6
2019-04-08 T10:43 Z,1083,7.453989201598366,4.4,-0.4992430879248073,12.047341467355338,1,28610.263226864856,2.9061527274909333,1,0,6
2019-04-08 T10:58 Z,1083,3.6370954902858252,4.4,3.193305641820914,7.677055990160985,3,14978.386129620787,3.1909168049620935,1,0,6
2019-04-08 T10:58 Z,1083,5.5028453639497705,4.4,3.903865094547145,12.790291509594923,2,40081.19468519539,3.4005065908931416,1,0,6
2019-04-08 T11:13 Z,1083,3.7774115920469526,4.4,2.304978902824357,8.04132029498764,1,654.0068794778853,3.8795313905465396,1,0,6
2019-04-08 T11:13 Z,1083,5.342414420470455,4.4,4.308551699239475,9.468757814907425,1,90008.52871841127,4.292663658491236,1,0,6
2019-04-08 T11:28 Z,1083,4.334139430926361,4.4,2.388518774414508,7.492477111289444,5,14359.962057233437,1.8657618025209164,1,0,6
2019-04-08 T11:28 Z,1083,4.812107832879482,4.4,4.004732187322999,11.29719252983329,4,27221.303993457794,4.191631595664033,1,0,6
2019-04-08 T11:43 Z,1083,4.057304619902613,4.4,3.009410445328313,13.661168725306329,1,4642.84024568937,3.551183385702621,1,0,6
2019-04-08 T11:43 Z,1083,4.791805580115392,4.4,2.2179382100052427,12.088179312471986,4,5075.045125653278,1.6355671097599116,1,0,6
2019-04-08 T11:58 Z,1083,4.591970490918658,4.4,3.7512527589290308,10.0690282649927,3,1218.663293146147,4.415994861711269,1,0,6
2019-04-08 T11:58 Z,1083,6.920673130731241,4.4,3.569804953756198,6.655544510264992,5,5972.949105709609,2.2417067969684155,1,0,6
2019-04-08 T12:13 Z,1083,4.069972229944668,4.4,2.061838469277446,7.846640640344555,5,2018.7808858689461,2.042777987033559,1,0,6
2019-04-08 T12:13 Z,1083,4.797037498171375,4.4,3.0472570000869776,11.422759680897768,2,689.6599370854808,3.5830458676250574,1,0,6
2019-04-08 T12:28 Z,1083,4.530350632817506,4.4,2.6814579434511607,14.529688717618399,1,725.6520013493501,2.5152948964931237,1,0,6
2019-04-08 T12:28 Z,1083,6.047596071257399,4.4,2.7259743138126384,11.355194722495707,5,1584.0557818032025,3.9164731601472376,1,0,6
2019-04-08 T12:43 Z,1083,3.9178653591540926,4.4,3.1796706277514253,11.652382225296497,3,4212.760538008968,2.9377090101543875,1,0,6
2019-04-08 T12:43 Z,1083,6.77139719067836,4.4,1.7632695729548475,7.139397997517081,3,98412.38070432,3.899878792518869,1,0,6
2019-04-08 T12:58 Z,1083,3.7972683229106594,4.4,1.9578774448931147,11.980900821959404,1,1279.0260397142997,2.6518036355478127,1,0,6
